,Date,Open,High,Low,CloseClose price adjusted for splits.,Adj CloseAdjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
2368,"Dec 8, 2015",104.00,106.91,103.95,106.49,105.99,"20,401,800"
2369,"Dec 7, 2015",106.48,106.83,104.66,105.61,105.11,"15,474,900"
2370,"Dec 4, 2015",104.81,107.73,104.11,106.18,105.68,"21,224,700"
2371,"Dec 3, 2015",106.27,106.85,103.35,104.38,103.89,"23,236,500"
2372,"Dec 2, 2015",107.00,107.92,105.79,106.07,105.57,"24,429,100"
2373,"Dec 1, 2015",104.83,107.15,104.50,107.12,106.62,"22,781,900"
2374,"Nov 30, 2015",105.84,106.10,103.75,104.24,103.75,"20,383,200"
2375,"Nov 27, 2015",105.78,105.96,104.86,105.45,104.96,"5,913,100"
2376,"Nov 25, 2015",106.33,106.60,105.10,105.41,104.92,"15,150,800"
2377,"Nov 24, 2015",106.00,106.49,104.39,105.74,105.24,"23,577,300"
2378,"Nov 23, 2015",107.19,107.47,106.08,106.95,106.45,"19,897,200"
2379,"Nov 20, 2015",106.84,107.87,106.62,107.32,106.82,"22,129,600"
2380,"Nov 19, 2015",107.36,107.73,105.95,106.26,105.76,"25,520,600"
2381,"Nov 18, 2015",105.80,107.88,105.39,107.77,107.26,"23,836,500"
2382,"Nov 17, 2015",104.62,106.20,104.14,105.13,104.64,"26,807,200"
2383,"Nov 16, 2015",103.32,104.17,100.47,104.04,103.55,"49,309,200"
2384,"Nov 13, 2015",107.71,108.25,103.83,103.95,103.46,"30,278,400"
2385,"Nov 12, 2015",108.48,109.39,108.00,108.02,107.51,"20,924,700"
2386,"Nov 11, 2015",108.27,109.87,107.11,109.01,108.50,"25,057,100"
2387,"Nov 10, 2015",105.96,108.15,105.24,107.91,107.40,"25,031,700"
2388,"Nov 9, 2015",107.00,108.25,105.86,106.49,105.99,"26,383,500"
2389,"Nov 6, 2015",108.04,108.74,105.91,107.10,106.60,"35,084,300"
2390,"Nov 5, 2015",108.80,110.65,107.95,108.76,108.25,"63,232,900"
2391,"Nov 4, 2015",103.19,104.14,102.48,103.94,103.45,"43,469,300"
2392,"Nov 3, 2015",103.22,103.65,102.40,102.58,102.10,"21,242,300"
2393,"Nov 2, 2015",101.72,103.47,101.18,103.31,102.83,"24,003,900"
2394,"Oct 30, 2015",104.51,104.72,101.65,101.97,101.49,"33,487,100"
2395,"Oct 29, 2015",103.96,105.12,103.52,104.88,104.39,"20,316,700"
2396,"Oct 28, 2015",103.90,104.48,102.92,104.20,103.71,"24,081,500"
2397,"Oct 27, 2015",102.94,104.10,102.40,103.70,103.21,"23,795,500"
2398,"Oct 26, 2015",102.20,103.81,101.55,103.77,103.28,"25,961,200"
2399,"Oct 23, 2015",101.91,102.85,100.16,102.19,101.71,"42,809,700"
2400,"Oct 22, 2015",97.79,99.73,97.55,99.67,99.20,"26,392,100"
2401,"Oct 21, 2015",97.37,98.18,96.47,97.11,96.65,"21,917,800"
2402,"Oct 20, 2015",98.73,99.59,96.56,97.00,96.54,"30,881,800"
2403,"Oct 19, 2015",97.18,98.57,96.92,98.47,98.01,"23,729,900"
2404,"Oct 16, 2015",96.18,97.59,95.35,97.54,97.08,"25,412,900"
2405,"Oct 15, 2015",94.99,96.30,94.90,95.96,95.51,"27,557,500"
2406,"Oct 14, 2015",94.08,95.20,93.61,94.07,93.63,"19,253,400"
2407,"Oct 13, 2015",93.66,95.37,93.55,94.12,93.68,"19,480,300"
2408,"Oct 12, 2015",93.32,94.60,92.67,94.26,93.82,"18,449,600"
2409,"Oct 9, 2015",92.90,93.74,92.24,93.24,92.80,"20,012,900"
2410,"Oct 8, 2015",91.89,93.22,90.47,92.47,92.04,"27,290,500"
2411,"Oct 7, 2015",93.11,93.66,91.37,92.40,91.97,"24,129,300"
2412,"Oct 6, 2015",94.08,94.17,92.34,92.80,92.36,"22,172,800"
2413,"Oct 5, 2015",92.94,94.27,92.66,94.01,93.57,"27,292,500"
2414,"Oct 2, 2015",88.90,92.20,88.37,92.07,91.64,"37,881,700"
2415,"Oct 1, 2015",90.05,90.95,88.36,90.95,90.52,"29,283,700"
2416,"Sep 30, 2015",88.44,90.02,88.01,89.90,89.48,"36,169,100"
2417,"Sep 29, 2015",89.10,90.06,85.72,86.67,86.26,"42,281,800"
2418,"Sep 28, 2015",92.08,92.29,88.18,89.21,88.79,"41,199,900"
2419,"Sep 25, 2015",95.79,95.85,92.06,92.77,92.33,"28,961,600"
2420,"Sep 24, 2015",93.06,94.77,92.24,94.41,93.97,"29,106,000"
2421,"Sep 23, 2015",93.40,94.32,92.80,93.97,93.53,"21,701,400"
2422,"Sep 22, 2015",93.77,94.68,91.92,92.96,92.52,"36,888,900"
2423,"Sep 21, 2015",94.62,96.49,94.52,95.55,95.10,"28,790,000"
2424,"Sep 18, 2015",93.20,95.19,93.05,94.40,93.96,"62,300,000"
2425,"Sep 17, 2015",93.37,95.51,92.90,94.34,93.90,"27,841,800"
2426,"Sep 16, 2015",92.90,93.60,92.63,93.45,93.01,"16,321,200"
2427,"Sep 15, 2015",92.37,93.25,91.79,92.90,92.46,"18,859,400"
2428,"Sep 14, 2015",92.31,92.62,91.60,92.31,91.88,"20,127,900"
2429,"Sep 11, 2015",91.68,92.08,91.13,92.05,91.62,"21,185,000"
2430,"Sep 10, 2015",90.07,92.06,89.63,91.98,91.55,"26,437,400"
2431,"Sep 9, 2015",90.78,91.98,90.17,90.44,90.02,"32,551,100"
2432,"Sep 8, 2015",89.69,90.24,88.83,89.53,89.11,"27,012,500"
2433,"Sep 4, 2015",87.20,88.39,86.70,88.26,87.85,"27,328,700"
2434,"Sep 3, 2015",89.76,89.82,87.73,88.15,87.74,"27,048,200"
2435,"Sep 2, 2015",88.81,89.89,87.63,89.89,89.47,"27,190,500"
2436,"Sep 1, 2015",86.85,89.39,86.50,87.23,86.82,"36,097,400"
2437,"Aug 31, 2015",90.60,91.05,88.89,89.43,89.01,"32,850,700"
2438,"Aug 28, 2015",89.88,91.48,89.79,91.01,90.58,"33,215,900"
2439,"Aug 27, 2015",89.10,90.06,87.19,89.73,89.31,"42,431,400"
2440,"Aug 26, 2015",85.95,87.46,83.26,87.19,86.78,"45,124,300"
2441,"Aug 25, 2015",86.95,87.67,83.00,83.00,82.61,"52,021,200"
2442,"Aug 24, 2015",77.03,82.09,72.00,82.09,81.70,"83,710,700"
2443,"Aug 21, 2015",87.52,89.18,85.61,86.06,85.66,"62,778,700"
2444,"Aug 20, 2015",93.54,94.77,90.46,90.56,90.14,"44,598,200"
2445,"Aug 19, 2015",94.63,96.10,94.16,95.31,94.86,"23,251,300"
2446,"Aug 18, 2015",94.08,95.85,94.04,95.17,94.72,"22,278,800"
2447,"Aug 17, 2015",94.42,94.46,93.39,93.93,93.49,"18,313,500"
2448,"Aug 14, 2015",93.54,94.72,93.21,94.42,93.98,"15,929,700"
2449,"Aug 13, 2015",94.05,94.73,93.35,93.43,92.99,"17,451,800"
2450,"Aug 12, 2015",92.70,94.44,91.19,94.19,93.75,"27,050,500"
2451,"Aug 11, 2015",93.73,94.76,92.90,93.62,93.18,"22,491,000"
2452,"Aug 10, 2015",95.68,95.90,93.63,94.15,93.71,"21,624,200"
2453,"Aug 7, 2015",95.38,95.40,93.61,94.30,93.86,"23,199,100"
2454,"Aug 6, 2015",97.18,98.74,94.42,95.12,94.67,"42,271,300"
2455,"Aug 5, 2015",95.25,97.09,95.18,96.44,95.99,"29,813,200"
2456,"Aug 4, 2015",93.79,94.73,93.33,94.06,93.62,"20,136,000"
2457,"Aug 3, 2015",93.53,95.08,92.80,94.14,93.70,"29,343,100"
2458,"Jul 31, 2015",94.95,96.33,93.95,94.01,93.57,"46,509,000"
2459,"Jul 30, 2015",94.91,95.81,91.80,95.21,94.76,"86,211,300"
2460,"Jul 29, 2015",96.32,97.28,94.74,96.99,96.54,"64,648,300"
2461,"Jul 28, 2015",94.84,95.56,93.31,95.29,94.84,"35,236,000"
2462,"Jul 27, 2015",96.58,96.61,93.83,94.17,93.73,"38,585,400"
2463,"Jul 24, 2015",97.35,97.76,95.88,96.95,96.50,"33,444,900"
2464,"Jul 23, 2015",96.96,97.45,94.81,95.44,94.99,"29,418,800"
2465,"Jul 22, 2015",96.74,97.58,95.92,97.04,96.58,"28,299,500"
2466,"Jul 21, 2015",98.95,99.24,97.14,98.39,97.93,"39,453,300"
2467,"Jul 20, 2015",95.85,98.60,95.36,97.91,97.45,"54,860,500"
2468,"Jul 17, 2015",92.55,95.39,92.54,94.97,94.52,"54,001,600"
2469,"Jul 16, 2015",90.28,90.86,89.77,90.85,90.42,"21,804,100"
2470,"Jul 15, 2015",90.00,90.99,89.42,89.76,89.34,"30,886,600"
2471,"Jul 14, 2015",90.46,90.80,89.65,89.68,89.26,"26,627,800"
2472,"Jul 13, 2015",88.66,90.22,88.42,90.10,89.68,"29,976,700"
2473,"Jul 10, 2015",87.35,88.22,86.77,87.95,87.54,"23,245,900"
2474,"Jul 9, 2015",86.73,87.60,85.65,85.88,85.48,"23,307,400"
2475,"Jul 8, 2015",86.29,86.75,85.45,85.65,85.25,"24,399,300"
2476,"Jul 7, 2015",87.80,87.85,85.23,87.22,86.81,"33,059,900"
2477,"Jul 6, 2015",86.49,88.19,86.39,87.55,87.14,"24,635,900"
2478,"Jul 2, 2015",87.40,87.44,86.34,87.29,86.88,"16,908,800"
2479,"Jul 1, 2015",86.77,87.95,86.49,86.91,86.50,"25,260,000"
2480,"Jun 30, 2015",86.60,86.70,85.57,85.77,85.37,"23,016,500"
2481,"Jun 29, 2015",86.61,87.50,85.73,85.80,85.40,"35,957,900"
2482,"Jun 26, 2015",88.12,88.34,86.83,88.01,87.60,"38,214,600"
2483,"Jun 25, 2015",89.26,89.40,87.84,87.98,87.57,"27,302,000"
2484,"Jun 24, 2015",87.66,89.25,87.45,88.86,88.44,"41,370,200"
2485,"Jun 23, 2015",84.96,87.97,84.76,87.88,87.47,"50,667,900"
2486,"Jun 22, 2015",83.41,84.97,83.31,84.74,84.34,"29,383,100"
2487,"Jun 19, 2015",82.83,82.98,82.12,82.51,82.12,"23,353,200"
2488,"Jun 18, 2015",81.64,83.19,81.57,82.91,82.52,"26,782,600"
2489,"Jun 17, 2015",81.76,82.22,81.34,81.79,81.41,"18,350,300"
2490,"Jun 16, 2015",80.82,81.51,80.45,81.06,80.68,"13,693,700"
2491,"Jun 15, 2015",80.55,80.93,80.07,80.71,80.33,"18,805,100"
2492,"Jun 12, 2015",81.37,82.09,81.20,81.53,81.15,"11,417,900"
2493,"Jun 11, 2015",82.31,82.90,81.36,81.83,81.45,"18,656,800"
2494,"Jun 10, 2015",80.83,82.60,80.81,82.16,81.77,"21,531,200"
2495,"Jun 9, 2015",80.60,81.19,79.32,80.67,80.29,"16,497,500"
2496,"Jun 8, 2015",81.82,82.00,80.13,80.67,80.29,"16,915,500"
2497,"Jun 5, 2015",81.87,82.46,81.51,82.14,81.75,"16,143,100"
2498,"Jun 4, 2015",82.14,82.95,81.51,82.05,81.67,"20,863,900"
2499,"Jun 3, 2015",81.35,82.53,81.25,82.44,82.05,"31,775,000"
2500,"Jun 2, 2015",79.76,81.35,79.56,80.44,80.06,"18,923,300"
2501,"Jun 1, 2015",79.30,80.38,78.66,80.29,79.91,"18,119,000"
2502,"May 29, 2015",79.95,80.07,78.88,79.19,78.82,"16,134,600"
2503,"May 28, 2015",80.25,81.07,80.00,80.15,79.77,"11,982,000"
2504,"May 27, 2015",79.60,80.66,79.43,80.55,80.17,"14,160,900"
2505,"May 26, 2015",80.43,80.60,79.08,79.33,78.96,"16,321,300"
2506,"May 22, 2015",80.35,81.31,80.25,80.54,80.16,"19,567,900"
2507,"May 21, 2015",80.19,80.92,80.08,80.48,80.10,"13,402,700"
2508,"May 20, 2015",80.47,81.10,79.46,80.55,80.17,"23,056,900"
2509,"May 19, 2015",81.25,81.69,80.55,80.63,80.25,"17,955,400"
2510,"May 18, 2015",80.33,81.38,80.23,80.88,80.50,"21,613,700"
2511,"May 15, 2015",81.41,81.52,80.18,80.42,80.04,"27,069,900"
2512,"May 14, 2015",78.94,81.85,78.67,81.37,80.99,"49,438,000"
2513,"May 13, 2015",77.72,78.53,77.65,78.44,78.07,"21,512,300"
2514,"May 12, 2015",77.87,77.89,76.79,77.46,77.10,"21,285,300"
2515,"May 11, 2015",78.48,79.03,77.93,78.01,77.64,"18,874,100"
2516,"May 8, 2015",79.10,79.23,78.03,78.51,78.14,"19,943,600"
2517,"May 7, 2015",78.00,78.94,77.56,78.43,78.06,"19,749,400"
2518,"May 6, 2015",77.97,78.81,77.05,78.10,77.73,"28,663,000"
2519,"May 5, 2015",78.55,78.80,77.22,77.56,77.20,"22,311,300"
2520,"May 4, 2015",79.33,79.69,78.63,78.81,78.44,"14,692,000"
2521,"May 1, 2015",79.24,79.76,78.11,78.99,78.62,"24,136,400"
2522,"Apr 30, 2015",80.01,80.96,78.32,78.77,78.40,"28,999,000"
2523,"Apr 29, 2015",80.01,81.39,79.52,80.47,80.09,"26,430,300"
2524,"Apr 28, 2015",81.83,81.90,80.23,80.68,80.30,"23,775,300"
2525,"Apr 27, 2015",81.87,82.93,81.63,81.91,81.53,"25,446,000"
2526,"Apr 24, 2015",82.77,82.94,81.48,81.53,81.15,"29,660,400"
2527,"Apr 23, 2015",84.10,85.59,82.41,82.41,82.02,"73,728,100"
2528,"Apr 22, 2015",84.32,84.74,83.65,84.63,84.23,"45,548,000"
2529,"Apr 21, 2015",84.00,84.49,83.54,83.62,83.23,"27,171,900"
2530,"Apr 20, 2015",81.54,83.15,81.24,83.09,82.70,"28,796,800"
2531,"Apr 17, 2015",81.48,82.11,80.37,80.78,80.40,"24,215,000"
2532,"Apr 16, 2015",82.47,83.07,82.15,82.31,81.92,"13,769,700"
2533,"Apr 15, 2015",83.55,83.66,82.27,82.71,82.32,"22,390,900"
2534,"Apr 14, 2015",83.17,83.69,82.44,83.52,83.13,"19,634,200"
2535,"Apr 13, 2015",81.93,83.94,81.92,83.01,82.62,"26,883,100"
2536,"Apr 10, 2015",82.21,82.61,81.91,82.04,81.66,"12,529,700"
2537,"Apr 9, 2015",82.50,82.80,81.71,82.17,81.78,"15,927,300"
2538,"Apr 8, 2015",82.63,83.10,81.84,82.28,81.89,"18,966,700"
2539,"Apr 7, 2015",82.65,83.42,82.22,82.32,81.93,"17,467,000"
2540,"Apr 6, 2015",80.80,82.81,80.80,82.44,82.05,"19,062,900"
2541,"Apr 2, 2015",82.25,82.56,81.44,81.56,81.18,"19,664,100"
2542,"Apr 1, 2015",82.50,82.72,80.87,81.67,81.29,"22,058,200"
2543,"Mar 31, 2015",82.90,83.50,82.21,82.22,81.83,"19,734,300"
2544,"Mar 30, 2015",83.81,84.34,82.41,83.20,82.81,"24,527,700"
2545,"Mar 27, 2015",83.38,83.95,82.88,83.30,82.91,"18,372,600"
2546,"Mar 26, 2015",82.72,83.77,82.14,83.01,82.62,"32,794,800"
2547,"Mar 25, 2015",85.50,85.52,82.92,82.92,82.53,"37,436,100"
2548,"Mar 24, 2015",84.71,86.07,84.52,85.31,84.91,"32,576,500"
2549,"Mar 23, 2015",83.92,84.96,83.30,84.43,84.03,"27,357,300"
2550,"Mar 20, 2015",83.39,84.60,83.07,83.80,83.41,"44,466,300"
2551,"Mar 19, 2015",81.12,83.00,81.00,82.75,82.36,"42,099,500"
2552,"Mar 18, 2015",79.25,81.24,79.17,80.91,80.53,"36,912,400"
2553,"Mar 17, 2015",78.36,79.78,78.34,79.36,78.99,"22,170,000"
2554,"Mar 16, 2015",77.96,78.12,77.36,78.07,77.70,"19,305,400"
2555,"Mar 13, 2015",78.60,79.38,77.68,78.05,77.68,"18,557,300"
2556,"Mar 12, 2015",78.10,79.05,77.91,78.93,78.56,"16,093,300"
2557,"Mar 11, 2015",77.80,78.43,77.26,77.57,77.21,"20,215,700"
2558,"Mar 10, 2015",78.50,79.26,77.55,77.55,77.19,"23,067,100"
2559,"Mar 9, 2015",79.68,79.91,78.63,79.44,79.07,"18,925,100"
2560,"Mar 6, 2015",80.90,81.33,79.83,80.01,79.63,"24,488,600"
2561,"Mar 5, 2015",81.23,81.99,81.05,81.21,80.83,"27,825,700"
2562,"Mar 4, 2015",79.30,81.15,78.85,80.90,80.52,"28,126,700"
2563,"Mar 3, 2015",79.61,79.70,78.52,79.60,79.23,"18,635,000"
2564,"Mar 2, 2015",79.00,79.86,78.52,79.75,79.38,"21,662,500"
2565,"Feb 27, 2015",80.68,81.23,78.62,78.97,78.60,"30,739,200"
2566,"Feb 26, 2015",79.88,81.37,79.72,80.41,80.03,"31,111,900"
2567,"Feb 25, 2015",78.50,80.20,78.50,79.56,79.19,"25,593,800"
2568,"Feb 24, 2015",78.50,79.48,78.10,78.45,78.08,"18,897,100"
2569,"Feb 23, 2015",79.96,80.19,78.38,78.84,78.47,"24,139,100"
2570,"Feb 20, 2015",79.55,80.34,79.20,79.90,79.53,"36,931,700"
2571,"Feb 19, 2015",76.99,79.84,76.95,79.42,79.05,"45,851,200"
2572,"Feb 18, 2015",75.94,76.90,75.45,76.71,76.35,"22,426,400"
2573,"Feb 17, 2015",75.30,76.91,75.08,75.60,75.25,"25,254,400"
2574,"Feb 13, 2015",76.46,76.48,75.50,75.74,75.38,"18,621,900"
2575,"Feb 12, 2015",76.86,76.87,75.89,76.23,75.87,"17,235,000"
2576,"Feb 11, 2015",75.09,76.75,75.03,76.51,76.15,"20,877,400"
2577,"Feb 10, 2015",74.85,75.34,74.50,75.19,74.84,"15,811,300"
2578,"Feb 9, 2015",74.05,74.83,73.45,74.44,74.09,"16,194,300"
2579,"Feb 6, 2015",75.68,75.70,74.25,74.47,74.12,"21,211,000"
2580,"Feb 5, 2015",75.71,75.98,75.21,75.61,75.26,"15,062,600"
2581,"Feb 4, 2015",75.09,76.35,75.01,75.63,75.28,"20,277,400"
2582,"Feb 3, 2015",75.19,75.58,73.86,75.40,75.05,"26,957,700"
2583,"Feb 2, 2015",76.11,76.14,73.75,74.99,74.64,"41,955,300"
2584,"Jan 30, 2015",78.00,78.16,75.75,75.91,75.55,"42,649,500"
2585,"Jan 29, 2015",76.85,78.02,74.21,78.00,77.63,"61,293,500"
2586,"Jan 28, 2015",76.90,77.64,76.00,76.24,75.88,"53,306,400"
2587,"Jan 27, 2015",76.71,76.88,75.63,75.78,75.42,"20,110,000"
2588,"Jan 26, 2015",77.98,78.47,77.29,77.50,77.14,"19,260,800"
2589,"Jan 23, 2015",77.65,78.19,77.04,77.83,77.46,"16,746,500"
2590,"Jan 22, 2015",77.17,77.75,76.68,77.65,77.29,"19,519,500"
2591,"Jan 21, 2015",76.16,77.30,75.85,76.74,76.38,"25,096,700"
2592,"Jan 20, 2015",75.72,76.31,74.82,76.24,75.88,"22,821,600"
2593,"Jan 16, 2015",74.04,75.32,73.84,75.18,74.83,"21,791,500"
2594,"Jan 15, 2015",76.40,76.57,73.54,74.05,73.70,"34,134,000"
2595,"Jan 14, 2015",76.42,77.20,76.03,76.28,75.92,"25,918,600"
2596,"Jan 13, 2015",77.23,78.08,75.85,76.45,76.09,"25,179,600"
2597,"Jan 12, 2015",77.84,78.00,76.21,76.72,76.36,"19,190,200"
2598,"Jan 9, 2015",78.20,78.62,77.20,77.74,77.38,"21,157,000"
2599,"Jan 8, 2015",76.74,78.23,76.08,78.18,77.81,"23,961,000"
2600,"Jan 7, 2015",76.76,77.36,75.82,76.15,75.79,"22,045,300"
2601,"Jan 6, 2015",77.23,77.59,75.36,76.15,75.79,"27,399,300"
2602,"Jan 5, 2015",77.98,79.25,76.86,77.19,76.83,"26,452,200"
2603,"Jan 2, 2015",78.58,78.93,77.70,78.45,78.08,"18,177,500"
2604,"Dec 31, 2014",79.54,79.80,77.86,78.02,77.65,"19,935,400"
2605,"Dec 30, 2014",79.85,80.59,79.10,79.22,78.85,"14,370,800"
2606,"Dec 29, 2014",80.49,80.96,79.71,80.02,79.64,"14,134,700"
2607,"Dec 26, 2014",81.02,81.28,80.51,80.78,80.40,"10,647,400"
2608,"Dec 24, 2014",81.03,81.43,80.75,80.77,80.39,"7,685,500"
2609,"Dec 23, 2014",82.02,82.17,80.40,80.61,80.23,"19,865,800"
2610,"Dec 22, 2014",80.08,81.89,80.00,81.45,81.07,"31,395,800"
2611,"Dec 19, 2014",78.75,80.00,78.33,79.88,79.51,"43,335,000"
2612,"Dec 18, 2014",76.89,78.40,76.51,78.40,78.03,"34,222,100"
2613,"Dec 17, 2014",75.01,76.41,74.90,76.11,75.75,"29,203,900"
2614,"Dec 16, 2014",76.19,77.39,74.59,74.69,74.34,"31,554,600"
2615,"Dec 15, 2014",78.46,78.58,76.56,76.99,76.63,"29,396,500"
2616,"Dec 12, 2014",77.16,78.88,77.02,77.83,77.46,"28,091,600"
2617,"Dec 11, 2014",76.52,78.52,76.48,77.73,77.37,"33,462,100"
2618,"Dec 10, 2014",76.65,77.55,76.07,76.18,75.82,"32,210,500"
2619,"Dec 9, 2014",75.20,76.93,74.78,76.84,76.48,"25,358,600"
2620,"Dec 8, 2014",76.18,77.25,75.40,76.52,76.16,"25,733,900"
2621,"Dec 5, 2014",75.80,76.76,75.36,76.36,76.00,"24,306,400"
2622,"Dec 4, 2014",74.83,75.55,74.66,75.24,74.89,"14,362,800"
2623,"Dec 3, 2014",75.38,75.73,74.40,74.88,74.53,"16,689,900"
2624,"Dec 2, 2014",75.33,75.91,75.04,75.46,75.11,"16,773,900"
2625,"Dec 1, 2014",77.26,77.31,74.80,75.10,74.75,"31,789,900"
2626,"Nov 28, 2014",77.67,78.27,77.23,77.70,77.34,"15,992,000"
2627,"Nov 26, 2014",75.53,77.78,75.51,77.62,77.26,"32,695,300"
2628,"Nov 25, 2014",74.21,75.74,74.13,75.63,75.28,"32,250,200"
2629,"Nov 24, 2014",73.54,74.35,73.35,74.01,73.66,"22,103,800"
2630,"Nov 21, 2014",74.50,74.50,73.50,73.75,73.40,"23,060,400"
2631,"Nov 20, 2014",72.80,73.99,72.51,73.60,73.25,"19,154,900"
2632,"Nov 19, 2014",74.01,74.54,73.11,73.33,72.99,"25,441,200"
2633,"Nov 18, 2014",74.45,74.80,73.90,74.34,73.99,"20,690,500"
2634,"Nov 17, 2014",74.88,75.66,73.88,74.24,73.89,"28,701,200"
2635,"Nov 14, 2014",74.27,74.93,74.04,74.88,74.53,"19,476,900"
2636,"Nov 13, 2014",74.74,75.24,73.64,74.25,73.90,"26,448,500"
2637,"Nov 12, 2014",74.28,75.14,73.54,74.72,74.37,"26,536,600"
2638,"Nov 11, 2014",74.95,74.98,74.03,74.61,74.26,"18,715,700"
2639,"Nov 10, 2014",75.36,75.48,74.61,75.00,74.65,"21,575,100"
2640,"Nov 7, 2014",75.39,75.86,75.02,75.60,75.25,"20,774,000"
2641,"Nov 6, 2014",74.89,75.60,74.31,75.26,74.91,"21,383,000"
2642,"Nov 5, 2014",76.51,76.80,74.42,74.83,74.48,"35,913,000"
2643,"Nov 4, 2014",74.23,75.77,73.65,75.76,75.40,"39,326,000"
2644,"Nov 3, 2014",75.47,75.52,73.70,73.88,73.53,"40,727,000"
2645,"Oct 31, 2014",74.93,75.70,74.45,74.99,74.64,"44,544,000"
2646,"Oct 30, 2014",75.05,75.35,72.90,74.11,73.76,"83,270,000"
2647,"Oct 29, 2014",75.45,76.88,74.78,75.86,75.50,"106,120,000"
2648,"Oct 28, 2014",80.18,81.16,79.57,80.77,80.39,"74,212,000"
2649,"Oct 27, 2014",80.74,80.80,79.76,80.28,79.90,"30,169,000"
2650,"Oct 24, 2014",80.20,80.82,79.32,80.67,80.29,"32,248,000"
2651,"Oct 23, 2014",79.38,80.63,79.01,80.04,79.66,"35,056,000"
2652,"Oct 22, 2014",78.82,79.85,78.01,78.37,78.00,"41,862,000"
2653,"Oct 21, 2014",77.56,78.74,77.15,78.69,78.32,"32,252,000"
2654,"Oct 20, 2014",75.60,77.09,75.38,76.95,76.59,"34,701,000"
2655,"Oct 17, 2014",74.23,76.00,73.75,75.95,75.59,"76,342,000"
2656,"Oct 16, 2014",70.79,73.35,70.58,72.63,72.29,"53,529,000"
2657,"Oct 15, 2014",71.69,73.80,70.32,73.21,72.87,"61,528,000"
2658,"Oct 14, 2014",74.00,74.18,72.05,73.59,73.24,"50,299,000"
2659,"Oct 13, 2014",73.23,74.78,72.52,72.99,72.65,"43,938,000"
2660,"Oct 10, 2014",75.59,76.50,72.76,72.91,72.57,"52,146,000"
2661,"Oct 9, 2014",77.28,77.76,75.85,75.91,75.55,"32,487,000"
2662,"Oct 8, 2014",76.18,77.71,75.10,77.52,77.16,"32,976,000"
2663,"Oct 7, 2014",77.05,77.95,76.24,76.29,75.93,"25,317,000"
2664,"Oct 6, 2014",77.19,77.89,76.85,77.56,77.20,"25,729,000"
2665,"Oct 3, 2014",77.76,78.06,77.26,77.44,77.08,"23,340,000"
2666,"Oct 2, 2014",76.57,77.48,75.64,77.08,76.72,"36,488,000"
2667,"Oct 1, 2014",78.78,78.82,75.90,76.55,76.19,"55,090,000"
2668,"Sep 30, 2014",79.35,79.71,78.60,79.04,78.67,"35,899,000"
2669,"Sep 29, 2014",78.12,79.20,77.91,79.00,78.63,"34,031,000"
2670,"Sep 26, 2014",77.59,78.84,77.33,78.79,78.42,"28,872,000"
2671,"Sep 25, 2014",78.60,78.94,77.13,77.22,76.86,"37,533,000"
2672,"Sep 24, 2014",78.10,78.62,77.51,78.54,78.17,"30,680,000"
2673,"Sep 23, 2014",76.33,78.63,76.04,78.29,77.92,"36,814,000"
2674,"Sep 22, 2014",77.00,77.53,75.95,76.80,76.44,"31,961,000"
2675,"Sep 19, 2014",77.40,78.30,76.44,77.91,77.54,"76,671,000"
2676,"Sep 18, 2014",76.77,77.33,76.52,77.00,76.64,"23,031,000"
2677,"Sep 17, 2014",75.96,77.25,75.57,76.43,76.07,"28,693,000"
2678,"Sep 16, 2014",73.52,76.23,73.07,76.08,75.72,"37,742,000"
2679,"Sep 15, 2014",77.15,77.25,73.43,74.58,74.23,"49,679,000"
2680,"Sep 12, 2014",78.02,78.30,77.10,77.48,77.12,"26,676,800"
2681,"Sep 11, 2014",77.13,78.36,77.05,77.92,77.55,"32,219,000"
2682,"Sep 10, 2014",76.52,77.95,76.51,77.43,77.07,"29,909,000"
2683,"Sep 9, 2014",77.59,78.17,76.20,76.67,76.31,"28,882,000"
2684,"Sep 8, 2014",77.26,78.17,77.01,77.89,77.52,"28,183,000"
2685,"Sep 5, 2014",76.10,77.38,75.60,77.26,76.90,"29,476,000"
2686,"Sep 4, 2014",75.89,76.93,75.53,75.95,75.59,"26,676,000"
2687,"Sep 3, 2014",77.14,77.48,75.60,75.83,75.47,"32,389,000"
2688,"Sep 2, 2014",75.01,76.70,74.82,76.68,76.32,"34,979,000"
2689,"Aug 29, 2014",74.30,74.82,74.01,74.82,74.47,"26,241,000"
2690,"Aug 28, 2014",74.00,74.43,73.73,73.86,73.51,"21,947,000"
2691,"Aug 27, 2014",75.27,75.49,74.46,74.63,74.28,"36,323,000"
2692,"Aug 26, 2014",75.00,75.99,74.73,75.96,75.60,"23,993,000"
2693,"Aug 25, 2014",74.94,75.28,74.79,75.02,74.67,"19,734,000"
2694,"Aug 22, 2014",74.34,74.73,73.57,74.57,74.22,"20,897,000"
2695,"Aug 21, 2014",74.92,75.19,74.41,74.57,74.22,"20,102,000"
2696,"Aug 20, 2014",74.97,75.18,74.62,74.81,74.46,"22,917,000"
2697,"Aug 19, 2014",74.81,75.58,74.51,75.29,74.94,"26,679,000"
2698,"Aug 18, 2014",74.00,74.72,73.96,74.59,74.24,"23,974,000"
2699,"Aug 15, 2014",74.32,74.65,73.00,73.63,73.28,"38,846,600"
